title,type,genres,releaseYear,imdbAverageRating,imdbNumVotes
One on Top of the Other,movie,"Drama, Horror, Mystery",1969,6.6,2839
The Man Between,movie,"Crime, Drama, Film-Noir",1953,7,2694
1408,movie,"Fantasy, Horror, Mystery",2007,6.8,302962
Experiment in Evil,movie,"Drama, Horror, Sci-Fi",1959,6.5,1348
Frankenstein,movie,"Drama, Horror, Romance",1994,6.3,60683
Ace Ventura: Pet Detective,movie,Comedy,1994,6.9,337368
Frankenstein 90,movie,"Comedy, Drama, Horror",1984,4.5,422
Alvin and the Chipmunks Meet Frankenstein,movie,"Animation, Comedy, Family",1999,6,1826
Gangs of New York,movie,"Crime, Drama",2002,7.5,486052
The Horror of Frankenstein,movie,"Comedy, Horror, Sci-Fi",1970,5.8,3084
Battle Royale,movie,"Adventure, Drama, Thriller",2000,7.5,199865
The Sensuous Assassin,movie,"Mystery, Thriller",1970,5.6,560
The Hero,movie,"Drama, Sport",1970,5.2,212
The Things of Life,movie,"Drama, Romance",1970,7.4,5845
Cesar & Rosalie,movie,"Drama, Romance",1972,7.3,4017
Max and the Junkmen,movie,"Crime, Drama, Romance",1971,7.3,3268
That Most Important Thing: Love,movie,"Drama, Romance",1975,7,4922
88 Minutes,movie,"Crime, Drama, Mystery",2007,5.9,79250
Under Siege 2: Dark Territory,movie,"Action, Adventure, Thriller",1995,5.6,51462
Bagdad Cafe,movie,"Comedy, Drama",1987,7.4,15818
After the Wedding,movie,Drama,2006,7.7,38240
"Girl, Interrupted",movie,"Biography, Drama",1999,7.3,222416
I Now Pronounce You Chuck & Larry,movie,"Comedy, Romance",2007,5.9,156844
I Know What You Did Last Summer,movie,"Horror, Mystery",1997,5.8,164606
Girl with a Pearl Earring,movie,"Biography, Drama, Romance",2003,6.9,83977
Flags of Our Fathers,movie,"Action, Adventure, Drama",2006,7.1,131596
Objective 500 Million,movie,"Crime, Drama, Thriller",1966,6.1,282
Dark Blue Almost Black,movie,"Comedy, Drama, Romance",2006,7.1,8736
Brothers,movie,"Drama, War",2004,7.5,12128
Corpse Bride,movie,"Animation, Comedy, Drama",2005,7.4,311862
Ménage,movie,"Comedy, Crime, Drama",1986,6.9,3795
What Women Want,movie,"Comedy, Fantasy, Romance",2000,6.5,229792
Beetlejuice,movie,"Comedy, Fantasy",1988,7.5,400512
My Girl,movie,"Comedy, Drama, Family",1991,6.9,92624
Law of Desire,movie,"Comedy, Drama, Thriller",1987,7.1,14719
The Down-in-the-Hole Gang,movie,"Adventure, Comedy, Fantasy",1974,6.2,524
The Transporter,movie,"Action, Crime, Thriller",2002,6.8,328694
Blow,movie,"Biography, Crime, Drama",2001,7.5,280817
Vengeance of the Three Musketeers,movie,"Adventure, Romance",1961,6.5,498
Tell Her That I Love Her,movie,"Drama, Mystery, Romance",1977,6.6,721
Life Upside Down,movie,Drama,1964,7.3,354
Bluebeard,movie,"Biography, Crime, Drama",1963,6.4,1280
Women on the Verge of a Nervous Breakdown,movie,"Comedy, Drama",1988,7.5,48482
I Married a Shadow,movie,"Drama, Romance, Thriller",1983,6.4,567
Scream,movie,"Horror, Mystery",1996,7.4,413638
Scream 2,movie,"Horror, Mystery",1997,6.3,220966
Scream 3,movie,"Horror, Mystery",2000,5.7,172468
Scary Movie,movie,Comedy,2000,6.3,300597
Scary Movie 2,movie,"Comedy, Horror",2001,5.4,181657
Chalte Chalte,movie,"Drama, Romance",2003,6.5,17144
Kal Ho Naa Ho,movie,"Comedy, Drama, Musical",2003,7.9,77990
Scary Movie 3,movie,Comedy,2003,5.6,163430
Scary Movie V,movie,"Comedy, Horror",2013,3.6,79716
The Other One's Mug,movie,Comedy,1979,6,332
La garce,movie,"Crime, Drama, Thriller",1984,5.3,272
Life Is a Long Quiet River,movie,Comedy,1988,6.8,4884
The Flower of My Secret,movie,"Comedy, Drama",1995,7,13302
Charlie's Angels,movie,"Action, Adventure, Comedy",2000,5.6,201161
Atonement,movie,"Drama, Mystery, Romance",2007,7.8,311557
Pride & Prejudice,movie,"Drama, Romance",2005,7.8,347185
The Kingdom,movie,"Action, Drama, Thriller",2007,7,134708
The Lady Banker,movie,"Comedy, Drama",1980,6.2,882
Monster-in-Law,movie,"Comedy, Romance",2005,5.6,67125
The Brave One,movie,"Crime, Drama, Thriller",2007,6.7,64520
Les Misérables,movie,"Crime, Drama, Romance",1998,7.4,44288
Asoka,movie,"Action, Biography, Drama",2001,6.4,15676
Legends of the Fall,movie,"Drama, Romance, War",1994,7.5,190234
The Devil's Own,movie,"Action, Crime, Drama",1997,6.2,74105
Indecent Proposal,movie,"Drama, Romance",1993,6,81765
Diva,movie,"Crime, Music, Thriller",1981,7.1,14697
The Spirit of the Beehive,movie,"Drama, Fantasy",1973,7.7,21602
30 Days of Night,movie,"Horror, Thriller",2007,6.6,194738
Conversations with My Gardener,movie,"Comedy, Drama",2007,7.1,3861
Panic Room,movie,"Crime, Drama, Thriller",2002,6.8,305555
Lady Vengeance,movie,"Crime, Drama, Thriller",2005,7.5,88728
A Tale of Two Sisters,movie,"Drama, Horror, Mystery",2003,7.1,70706
The Machinist,movie,"Drama, Thriller",2004,7.6,427109
Sex and the City,movie,"Comedy, Drama, Romance",2008,5.7,130031
Je t'aime moi non plus,movie,Drama,1976,5.9,2447
Sense and Sensibility,movie,"Drama, Romance",1995,7.7,130595
"Lust, Caution",movie,"Drama, History, Romance",2007,7.5,46726
The Sum of All Fears,movie,"Action, Drama, Thriller",2002,6.5,127735
Best Seller,movie,"Action, Crime, Drama",1987,6.4,6553
Sympathy for Mr. Vengeance,movie,"Crime, Drama, Thriller",2002,7.5,77557
Du bist nicht allein,movie,"Comedy, Drama, Romance",2007,6.4,333
Runaway Bride,movie,"Comedy, Romance",1999,5.6,107156
Layer Cake,movie,"Crime, Drama, Thriller",2004,7.2,201576
"Farewell, Friend",movie,"Action, Crime, Drama",1968,6.7,4480
The Invasion,movie,"Sci-Fi, Thriller",2007,5.9,85169
Confessions of a Dangerous Mind,movie,"Biography, Comedy, Crime",2002,7,93518
The Curious Case of Benjamin Button,movie,"Drama, Fantasy, Romance",2008,7.8,717630
Howl's Moving Castle,movie,"Adventure, Animation, Family",2004,8.2,477136
Une femme à sa fenêtre,movie,Drama,1976,6.1,677
The International,movie,"Action, Crime, Drama",2009,6.5,102220
Gothika,movie,"Horror, Mystery, Thriller",2003,5.8,121719
The Green Butchers,movie,"Comedy, Drama",2003,7.2,25701
Five Times Two,movie,"Drama, Romance",2004,6.6,10606
American Gangster,movie,"Biography, Crime, Drama",2007,7.8,469342
Forbidden Games,movie,"Drama, War",1952,8,13639
Carry on Screaming!,movie,"Comedy, Horror",1966,6.7,6066
Rush Hour 3,movie,"Action, Comedy, Crime",2007,6.2,190193
Rush Hour 2,movie,"Action, Comedy, Crime",2001,6.7,248132
3:10 to Yuma,movie,"Action, Crime, Drama",2007,7.6,341464
Pumping Iron,movie,"Documentary, Sport",1977,7.3,25860
The Boss of It All,movie,Comedy,2006,6.6,13063
Ardor,movie,"Drama, Romance",2002,5.7,450
The Polar Express,movie,"Adventure, Animation, Comedy",2004,6.6,256289
The Band's Visit,movie,"Comedy, Drama, Music",2007,7.5,14397
Chaos,movie,"Action, Crime, Drama",2005,6.4,59143
Nobody Is Perfect,movie,"Comedy, Drama",2006,5.8,544
Idiot Love,movie,Comedy,2004,5.2,548
"I'm a Cyborg, But That's OK",movie,"Comedy, Drama, Romance",2006,6.9,26394
Battlefield Earth,movie,"Action, Adventure, Sci-Fi",2000,2.5,84344
The Fugitive,movie,"Action, Crime, Drama",1993,7.8,330837
Le Samouraï,movie,"Crime, Drama, Thriller",1967,8,61873
Finder's Fee,movie,"Drama, Thriller",2001,6.2,3497
The Phantom of Liberty,movie,Comedy,1974,7.7,17758
Bee Movie,movie,"Adventure, Animation, Comedy",2007,6.1,186729
Traitement de choc,movie,"Crime, Drama, Horror",1973,6.1,1936
Six-Pack,movie,Thriller,2000,5.4,928
The Blue Lagoon,movie,"Adventure, Drama, Romance",1980,5.8,79790
Control,movie,"Biography, Drama, Music",2007,7.6,70009
The Sentinel,movie,"Action, Crime, Thriller",2006,6.1,55345
I Know Who Killed Me,movie,"Horror, Mystery, Thriller",2007,3.6,31465
The Mist,movie,"Horror, Sci-Fi, Thriller",2007,7.1,355883
In the Realm of the Senses,movie,"Drama, Romance",1976,6.6,23851
The Secret,movie,"Crime, Drama, Mystery",1974,6.7,966
The Pledge,movie,"Crime, Drama, Mystery",2001,6.7,72371
Only Human,movie,"Comedy, Romance",2004,6.8,1814
Fanny and Alexander,movie,Drama,1982,8.1,69209
The Umbrellas of Cherbourg,movie,"Drama, Musical, Romance",1964,7.8,32949
The Family Man,movie,"Comedy, Drama, Fantasy",2000,6.8,125647
Miffo,movie,"Comedy, Drama, Romance",2003,5.8,2236
Elling,movie,"Comedy, Drama",2001,7.5,16223
P.S. I Love You,movie,"Comedy, Drama, Romance",2007,7,221810
Empties,movie,"Comedy, Drama",2007,7.2,5136
Bram Stoker's Dracula,movie,"Fantasy, Horror, Romance",1992,7.4,254205
Fracture,movie,"Crime, Drama, Thriller",2007,7.2,226116
The Burned Barns,movie,"Crime, Drama, Mystery",1973,6.6,1389
Brotherhood of the Wolf,movie,"Action, Adventure, Drama",2001,7,73925
Blue Thunder,movie,"Action, Crime, Drama",1983,6.4,24192
Who Finds a Friend Finds a Treasure,movie,"Action, Adventure, Comedy",1981,7.1,13408
Three Kings,movie,"Action, Adventure, Comedy",1999,7.1,183755
Practical Magic,movie,"Comedy, Drama, Fantasy",1998,6.3,99170
Freddy vs. Jason,movie,"Action, Horror",2003,5.7,131225
I Am Legend,movie,"Drama, Horror, Sci-Fi",2007,7.2,844060
The Dukes of Hazzard,movie,Comedy,2005,5.1,83082
First Knight,movie,"Action, Adventure, Drama",1995,6,80507
The Orphanage,movie,"Drama, Horror, Mystery",2007,7.4,166866
Schtonk,movie,"Comedy, Crime",1992,7.1,4153
To Take a Wife,movie,Drama,2004,7.1,665
The Rookie,movie,"Action, Crime, Drama",1990,5.9,30182
Zathura: A Space Adventure,movie,"Action, Adventure, Comedy",2005,6.3,119879
Failure to Launch,movie,"Comedy, Romance",2006,5.7,90995
"Watch Out, We're Mad",movie,"Action, Comedy",1974,7.3,14615
Outbreak,movie,"Action, Drama, Thriller",1995,6.6,141644
Something's Gotta Give,movie,"Comedy, Drama, Romance",2003,6.7,132417
The White Massai,movie,"Drama, Romance",2005,6.4,4193
Wild Chicks,movie,"Adventure, Family",2005,5.9,982
Perfect Stranger,movie,"Crime, Mystery, Thriller",2007,5.7,52728
The Punisher,movie,"Action, Crime, Drama",2004,6.4,175167
Matchstick Men,movie,"Comedy, Crime, Drama",2003,7.3,141599
36th Precinct,movie,"Action, Crime, Drama",2004,7.1,18770
The Man Without a Past,movie,"Comedy, Drama, Romance",2002,7.6,27504
Maid in Manhattan,movie,"Comedy, Drama, Romance",2002,5.4,99040
Alive,movie,"Biography, Drama, Thriller",1993,7.1,66716
Juno,movie,"Comedy, Drama",2007,7.4,560594
There Will Be Blood,movie,Drama,2007,8.2,665343
Elite Squad,movie,"Action, Crime, Drama",2007,8,114273
The Bucket List,movie,"Adventure, Comedy, Drama",2007,7.4,265312
Sahara,movie,"Action, Adventure, Comedy",2005,6.1,106149
Chicken Run,movie,"Adventure, Animation, Comedy",2000,7.1,218141
Brothers,movie,"Drama, Thriller, War",2009,7.1,158720
xXx,movie,"Action, Adventure, Drama",2002,5.8,189586
Open Season,movie,"Adventure, Animation, Comedy",2006,6.1,109373
Knockaround Guys,movie,"Crime, Drama, Thriller",2001,6.1,25262
Like Stars on Earth,movie,"Drama, Family",2007,8.3,215747
Water,movie,Drama,2005,7.6,15544
Fearless,movie,"Action, Biography, Drama",2006,7.6,79794
Fun with Dick and Jane,movie,"Comedy, Crime",2005,6.2,157971
Rambo,movie,"Action, Thriller",2008,7,250119
The Wave,movie,"Drama, Thriller",2008,7.6,117940
Resident Evil: Extinction,movie,"Action, Horror, Sci-Fi",2007,6.2,209897
Wedding Daze,movie,"Comedy, Romance",2006,5.6,18197
"10,000 BC",movie,"Action, Adventure, Drama",2008,5.1,137286
Rang De Basanti,movie,"Comedy, Crime, Drama",2006,8.1,124015
Before the Devil Knows You're Dead,movie,"Crime, Drama, Thriller",2007,7.3,116083
The Match Factory Girl,movie,"Comedy, Crime, Drama",1990,7.5,12644
I Hired a Contract Killer,movie,"Comedy, Crime, Drama",1990,7.2,8244
The Kite Runner,movie,Drama,2007,7.6,83574
The Lovely Bones,movie,"Drama, Fantasy, Thriller",2009,6.6,184933
Penelope,movie,"Comedy, Fantasy, Romance",2006,6.7,67770
Robin Hood: Men in Tights,movie,"Adventure, Comedy, Musical",1993,6.7,140912
Punch-Drunk Love,movie,"Comedy, Drama, Romance",2002,7.3,184264
The Reader,movie,"Drama, Mystery, Romance",2008,7.6,267514
21,movie,"Crime, Drama, Thriller",2008,6.8,272631
Om Shanti Om,movie,"Action, Comedy, Drama",2007,6.8,52029
Broken Embraces,movie,"Drama, Romance, Thriller",2009,7.2,43415
Untraceable,movie,"Crime, Mystery, Thriller",2008,6.2,53913
Napoleon Dynamite,movie,Comedy,2004,7,245657
Midnight in the Garden of Good and Evil,movie,"Crime, Drama, Mystery",1997,6.6,42467
Æon Flux,movie,"Action, Adventure, Sci-Fi",2005,5.4,134700
Drifting Clouds,movie,"Comedy, Drama",1996,7.6,9812
Dark Habits,movie,"Comedy, Drama",1983,6.5,8775
What Have I Done to Deserve This?,movie,"Comedy, Drama",1984,7.1,11636
High Heels,movie,"Comedy, Drama, Romance",1991,7,18130
Kika,movie,Comedy,1993,6.5,15541
Welcome to the Sticks,movie,"Comedy, Romance",2008,7.1,46163
American Pie Presents: Band Camp,movie,Comedy,2005,5,77305
Paris,movie,"Comedy, Drama, Romance",2008,6.8,13004
Howards End,movie,"Drama, Romance",1992,7.4,37131
In Bruges,movie,"Comedy, Crime, Drama",2008,7.9,476556
Step Up 2: The Streets,movie,"Drama, Music, Romance",2008,6.2,92650
REC,movie,"Horror, Mystery, Thriller",2007,7.4,205740
My Big Fat Greek Wedding,movie,"Comedy, Drama, Romance",2002,6.6,147800
An Affair to Remember,movie,"Drama, Romance",1957,7.4,34318
Superbad,movie,Comedy,2007,7.6,658529
Robin Hood: Prince of Thieves,movie,"Action, Adventure, Drama",1991,6.9,214721
Transformers: Revenge of the Fallen,movie,"Action, Adventure, Sci-Fi",2009,6,439629
"Definitely, Maybe",movie,"Comedy, Drama, Romance",2008,7.1,177679
My Neighbor Totoro,movie,"Animation, Comedy, Family",1988,8.1,402620
A Man Apart,movie,"Action, Crime, Drama",2003,6,50219
Love Me If You Dare,movie,"Comedy, Drama, Romance",2003,7.5,73340
Swallowtail Butterfly,movie,"Crime, Drama",1996,7.5,4623
I Spy,movie,"Action, Adventure, Comedy",2002,5.4,54307
Carandiru,movie,"Crime, Drama",2003,7.6,23254
Lower City,movie,Drama,2005,6.5,4608
The 6th Day,movie,"Action, Mystery, Sci-Fi",2000,5.9,130347
Never Back Down,movie,"Action, Drama, Sport",2008,6.5,108608
Dumb and Dumber,movie,Comedy,1994,7.3,426264
John Q,movie,"Crime, Drama, Thriller",2002,7.1,148041
Hitch,movie,"Comedy, Romance",2005,6.6,341391
Ali,movie,"Biography, Drama, Sport",2001,6.7,107708
Prom Night,movie,Horror,2008,4,38858
The Exorcism of Emily Rose,movie,"Drama, Horror, Thriller",2005,6.7,144143
Rivals,movie,"Action, Crime, Drama",2008,6.2,1009
The Isle,movie,"Drama, Thriller",2000,6.9,15187
Deep Impact,movie,"Action, Drama, Sci-Fi",1998,6.3,196098
K-19: The Widowmaker,movie,"Drama, History, Thriller",2002,6.7,69398
Taken,movie,"Action, Crime, Thriller",2008,7.7,652018
Cannibals in the Streets,movie,"Drama, Fantasy, Horror",1980,5.5,4563
Anchorman: The Legend of Ron Burgundy,movie,Comedy,2004,7.1,388718
Three Wishes for Cinderella,movie,"Adventure, Drama, Family",1973,7.6,12605
The Black Balloon,movie,"Drama, Romance",2008,7.2,9319
Eagle vs Shark,movie,"Comedy, Romance",2007,6.7,26780
Hamlet Goes Business,movie,"Comedy, Drama, Romance",1987,6.9,2513
Top Secret!,movie,"Comedy, Crime, Music",1984,7.2,76013
Christine,movie,"Horror, Thriller",1983,6.8,96789
The Road Warrior,movie,"Action, Adventure, Sci-Fi",1981,7.6,206660
My Life as a Dog,movie,"Comedy, Drama",1985,7.6,23170
Timecop,movie,"Action, Crime, Sci-Fi",1994,5.9,66386
Il Divo,movie,"Biography, Drama",2008,7.2,19670
Double Trouble,movie,"Action, Comedy",1984,7.1,12068
Conspiracy Theory,movie,"Action, Drama, Mystery",1997,6.7,110144
Casper,movie,"Comedy, Family, Fantasy",1995,6.2,152038
Jumanji,movie,"Adventure, Comedy, Family",1995,7.1,392382
The Bank Job,movie,"Crime, Thriller",2008,7.2,192780
The Karate Kid Part II,movie,"Action, Family, Sport",1986,6.1,103404
How the Grinch Stole Christmas,movie,"Comedy, Family, Fantasy",2000,6.4,311081
My Best Friend's Wedding,movie,"Comedy, Drama, Romance",1997,6.4,160486
Pale Rider,movie,"Drama, Western",1985,7.3,67326
Lion's Den,movie,"Crime, Drama",2008,7,3399
Wanted,movie,"Action, Crime, Thriller",2008,6.7,418482
Deep Blue Sea,movie,"Action, Adventure, Sci-Fi",1999,5.9,146764
I Love You Phillip Morris,movie,"Biography, Comedy, Crime",2009,6.6,101425
Hancock,movie,"Action, Comedy, Drama",2008,6.4,525171
Bad Boys II,movie,"Action, Comedy, Crime",2003,6.6,279765
Twilight,movie,"Drama, Fantasy, Romance",2008,5.3,503187
Boogeyman,movie,"Drama, Horror, Mystery",2005,4.2,33195
The Protector,movie,"Action, Crime, Drama",2005,7,39725
Friends with Money,movie,"Comedy, Drama, Romance",2006,5.8,32603
Just Like Heaven,movie,"Comedy, Drama, Fantasy",2005,6.7,120062
Spirit: Stallion of the Cimarron,movie,"Adventure, Animation, Drama",2002,7.2,89556
The Eye,movie,"Horror, Mystery",2008,5.4,57649
Big Daddy,movie,"Comedy, Drama",1999,6.4,241618
The Cave,movie,"Adventure, Horror, Sci-Fi",2005,5.2,42656
Police Story,movie,"Action, Comedy, Crime",1985,7.5,44210
Only You,movie,"Comedy, Romance",1994,6.5,27292
Just Cause,movie,"Action, Crime, Drama",1995,6.4,30466
Little Man,movie,"Comedy, Crime",2006,4.5,62377
Black Book,movie,"Drama, Thriller, War",2006,7.7,81953
Spies Like Us,movie,"Adventure, Comedy",1985,6.4,54209
Young Guns II,movie,"Action, Drama, Western",1990,6.5,40181
The Craft,movie,"Drama, Fantasy, Horror",1996,6.5,113779
The Quest,movie,"Action, Adventure, Drama",1996,5.6,29022
Kopps,movie,"Action, Comedy",2003,6.7,23467
S.W.A.T.,movie,"Action, Adventure, Crime",2003,6.1,156675
Bibi Blocksberg,movie,"Comedy, Family, Fantasy",2002,5.3,1071
Now and Then,movie,"Comedy, Drama, Romance",1995,6.8,33595
Eraser,movie,"Action, Crime, Thriller",1996,6.2,120850
Ace Ventura: When Nature Calls,movie,"Adventure, Comedy, Crime",1995,6.4,240693
The Faculty,movie,"Horror, Mystery, Sci-Fi",1998,6.6,140544
The Sting,movie,"Comedy, Crime, Drama",1973,8.3,288468
Final Destination 3,movie,"Horror, Thriller",2006,5.8,160998
The Longest Yard,movie,"Comedy, Crime, Sport",2005,6.4,202026
Hudson Hawk,movie,"Action, Adventure, Comedy",1991,5.7,61893
Monster House,movie,"Animation, Comedy, Family",2006,6.7,145759
Thesis,movie,"Crime, Horror, Mystery",1996,7.4,44126
Smilla's Sense of Snow,movie,"Crime, Drama, Mystery",1997,6.3,15504
Mortal Kombat,movie,"Action, Adventure, Fantasy",1995,5.8,127386
Ong-Bak: The Thai Warrior,movie,"Action, Crime, Thriller",2003,7.1,79613
Ghost in the Shell,movie,"Action, Animation, Crime",1995,7.9,163761
Last Man Standing,movie,"Action, Crime, Drama",1996,6.4,62197
The Scorpion King,movie,"Action, Adventure, Fantasy",2002,5.5,148470
Transporter 2,movie,"Action, Thriller",2005,6.3,220235
Click,movie,"Comedy, Drama, Fantasy",2006,6.4,369416
The Goonies,movie,"Adventure, Comedy, Family",1985,7.7,310605
The Mask of Zorro,movie,"Action, Adventure, Comedy",1998,6.8,203043
Final Destination 2,movie,"Horror, Thriller",2003,6.2,191066
Anaconda,movie,"Action, Adventure, Horror",1997,4.9,115648
The Last of the Mohicans,movie,"Action, Adventure, Drama",1992,7.6,195679
Tremors,movie,"Comedy, Horror",1990,7.2,157401
Donnie Brasco,movie,"Biography, Crime, Drama",1997,7.7,342463
Ferris Bueller's Day Off,movie,Comedy,1986,7.8,400238
The Twelve Tasks of Asterix,movie,"Adventure, Animation, Comedy",1976,7.6,20053
In the Line of Fire,movie,"Action, Crime, Drama",1993,7.2,117759
Jerry Maguire,movie,"Comedy, Drama, Romance",1996,7.3,296529
The Descent,movie,"Adventure, Horror, Thriller",2005,7.2,258312
Before the Fall,movie,"Drama, Sport, Thriller",2004,7.4,18403
They Call Me Trinity,movie,"Comedy, Western",1970,7.4,26317
Evolution,movie,"Comedy, Sci-Fi",2001,6.1,138962
Zoolander,movie,Comedy,2001,6.5,304105
Surf's Up,movie,"Adventure, Animation, Comedy",2007,6.7,95700
Murder at 1600,movie,"Action, Crime, Drama",1997,6.1,33738
Money Talks,movie,"Action, Comedy, Crime",1997,6.2,32058
A Night at the Roxbury,movie,"Comedy, Music, Romance",1998,6.2,66403
The Nameless,movie,"Drama, Horror, Mystery",1999,5.8,7860
Stepmom,movie,"Comedy, Drama",1998,6.8,77092
Apt Pupil,movie,"Crime, Drama, Thriller",1998,6.7,42751
Election,movie,"Comedy, Romance",1999,7.2,108226
The Crow: Salvation,movie,"Action, Crime, Fantasy",2000,4.9,13297
Kung Fu Hustle,movie,"Action, Comedy, Fantasy",2004,7.7,155996
Charlie's Angels: Full Throttle,movie,"Action, Adventure, Comedy",2003,4.9,135835
"South Park: Bigger, Longer & Uncut",movie,"Animation, Comedy, Fantasy",1999,7.7,219492
Scent of a Woman,movie,Drama,1992,8,347108
A Knight's Tale,movie,"Action, Adventure, Romance",2001,7,209235
The Bone Collector,movie,"Crime, Drama, Mystery",1999,6.7,192442
